content,sentiment
"saranin singkatan/nama kelas yg unik unik lucu tapi tetep sopan untuk XII Akuntansi 2 doong pliss bgt, kelasku mau bikin baju sragaman tapi bingung tulisannya apa 🙏😫 💭",O
🤍 Kalo diinget agak sedih dikit sksk https://t.co/TYJilPwPjj,N
💭 YA ALLAH AYANG AKU CAKEP BANGET AAAAA😩😭🥺😍,E
"💭 cw tw // 18+ 21+ Alkohol Alcohol 

Sebelumnya im sorry for asking. Buat yang udah cukup umur (legal) do any of you have alcohol recommendations for beginner? btw, aku udah diizinin ortu buat minum.  (titipan)",N
💭 sffh mwu mwtwlan sama akun rant brisik👆🏼👆🏼👆🏼,N
💭 folls sm following ig kalian tiba2 pada berkurang gakk???,O
"💭 context : tema tugas novel
horror, romance, or slice of life?",O
💭 Oktober sucks,N
🤍 drop photo dump kalian hari ini yukk!,E
🤍 masa sih gais? coba praktekin deh https://t.co/UdLXsC8Cmn,O
💭 hmm hmm hmm https://t.co/gYmwMYGHtB,N
💭 busett ini indihome kenapa lagi deh! faghhh,N
"🤍 ini wa cowoku, dia ngomong gt dgn kondisi aku kmrn pake baju kemeja sm rok panjang karna mamahku meninggal, jd aku ga mikirin baju aku gmna dan make yg gampang aja, mungkin aku keliatan berisi. sedih si, mungkin niatnya ngehibur aku yg baru sehari ditinggal mamah, cuma (cont)",N
🤍 Walau hidup kadang tak adil,N
💭 gais saranin sambel”an buat anak kost dong,O
"gmn ya.. :""  https://t.co/UlazJFSqdM",O
🤍 Kalian yg i g nya kena S word di 1st apa 2nd? Gimana udh pada bisa belom?,O
"🤍 aku jadi sie acara buat bikin yearbook, mending ambil bagian rundown apa tema ya? terus kenapa?",C
"💭 Hloe guise, crush aku wibu, aku kpopers. Bye dulu oppa korea, ak mw pacaran sama cwok enimku. Tlg dong gais, kiat2 mnjdi cewek enim🙏🏻🙏🏻🙏🏻",N
"💭 Sender join kepanitiaan trs tdi pas lgi encok²nya ngurus, tetiba ad kk panitia TAMVAN sender bru liat sih,dia jrng berkontribusi yh? tdi dia brdiri di dpn sender sngat pelukable pen back hug smbl blng ""Kok bru keliatan kakak tamvan?"" maybe di jwb ""iyhsoalnya bru nyadar ad kmu""",N
💭 udahan belum sih ini acara kue sus nya? 😭 takut banget mau tidur jadi was was,N
"💭 WTA WTA PLS SERIUS ONLY. sender cwe dan sering bgt dipanggil boti sm temen, ni mksdnya boti tuh apaan ya? pls jangan ada yg jwb bonceng tiga 😭",O
💭 NNN itu apa serius nanya?,O
🤍 say you love me :(,N
💭 titipan ges https://t.co/TgAfAeVCrS,O
"🤍 untuk wanita muslim, kalau tiba-tiba ada lelaki yang datang kerumah ngajak ta'aruf, kalian mau gak? posisinya kalian juga single. kalo mau, apa yg membuat kalian mau?",C
"🤍 haloo ada yang mau berteman di dump a–cc ig? drop username aja ya nanti aku samperin di dm, make sure to check ur dm afterwards ok☝🏻🐱",O
💭 pap chat terandom kalian sama doi dong xixi,N
"💭 apa yang kalian rasain kalo ternyata pada akhirnya jodoh kalian adalah orang baru, alias blm ketemu sampai skrg?",O
"💭 ini kan aku lolos prakerja yaa, trs udah beli pelatihan, abis itu cara liat pelatihan nya sblh mana yaa, maaf gatau 😭🙏🏻",O
ada ga hal random yang selalu ngingetin kalian ke mantan? 💭,O
🤍 menurut kalian kalo nawar segini gimana? wajar atau ngga? ini masih 85% btw https://t.co/LKAr5CVMfM,C
"💭 ini udah pada balik ya akun nya? followers ku udah balik lagi sedikit""",O
💭 GOOD NIGHT!,E
"💭 ga ada basa-basi salam kenal asal nanya gue siapa, lha dia siapa ngechat gue 😭😭😭 https://t.co/HpCSbD26pm",N
"💭 tugas kelompok itu harus dihapuskan, PUNYA ANGGOTA KELOMPOK BEBAN BANGET TAIII",N
🤍 mager bgt,N
"💭 enaknya gmn ya, klo ganti apk lain tu kesannya rugi bgt akunya, soalnya gapernah makek 😭 https://t.co/b5Rhw3JTjF",C
🤍 pernah ga terjebak dipergaulan yg suka bikin lo ngerasa “si selalu salah” ? cara kalian keluar dr orang2 itu gimana?,O
Leaked barunya Samsung S23 series. Belakangnya polos banget 😮 🤍 https://t.co/IsR3xXed3j,N
🤍 guysss sender boleh minta tolong buat bantu like sama komen postingan ig tugas sender gak?? Penting banget nih 🥺🥺🥺🙏😭😭,O
💭 kamu tim yg mana dik? https://t.co/MIyjyf8OXj,O
"darlin' your love language is blocked me, right? 🤍",N
💭 menurut kalian aku harus apa yaa bingung😔🙏🏻 https://t.co/yYgMFXf2Iw,O
🤍 icad siapa? temen sender sering bkin status ginian orang terkenal kah? sender kaya baru keluar goa https://t.co/tho79oXkia,N
"ternyata selama ini aku main sama cowok org, karena dia ga ngasih tau klo udh punya pacar. setelah aku cerita ke ceweknya, aku malah dikasiani dia dan dia ngomong gini. aku jadi gatega, tapi aku sedih bgt juga seperti hilang arah. aku kudu gimana ya? 💭 titipan https://t.co/r9C4Jm8fXW",N
"🤍 aku baru ngetik terus send chat temenku online terus pas kekirim 22.27 terus centang 1 last seennya temenku 22.27, terus aku hapus chat dia on, berarti gak mau dichat ya",N
🤍 hari ini ada cerita apa?,O
"🤍 aku curiga dia kalo malem telponan sama yg lain, aku telpon aja kali ya buat mastiin?",N
"🤍 aku mau tanya dong, kan aku udah lama ga basic skin care ya. Terus aku baru mau basic skin care lagi, kalo misalkan langsung exfo aman ga ya? Apa tunggu berapa minggu/bulan dulu baru mulai exfo? Makasih ya!",O
"🤍 buat anak kos ini boros dan hemat at the same time, hikss dilema y/n? https://t.co/PpoX4TnzZV",N
🤍 besok hari terakhir kalian bisa nonton TV pake sinyal analog. Udah pada beli STB nya belum? 📺,O
💭 guys wajar gasi cewe non muslim pake jilbab ke sekolah gara2 rambutnya diwarnain? no salty ya,O
"🤍 hi, i just broke up hehe",N
"💭 sender lagi PMS parah sama telat. Tp tipe people pleaser. Badmood nya di teken dalem2. Boleh mnta semangat kalian ga? Cape bgt rasanya, pengen nangis mulu. Sesek

Cr : h1 by3 m4m4 https://t.co/HPHlYK7NZC",N
💭 guys sayap kenapa punya ayam tebrang bisa ga tapi??? terus kalian kalau kejedot galon nangis ga?,N
🤍 aplikasi/website yang aman buat ngecek siapa yang unfollow kita di instagram apa ya? thanks 😉,O
"💭 TW // mentioning mental illness

sender cape bgt udah setahun lebih berobat tapi sampe sekarang rasanya belum nemuin obat yang bener2 pas bisa diminum jangka panjang ato ga ngurangin dosis😞 masih coba2 terus, efeknya juga macem2, dan masih sering cemas. kalo pengalaman (cont)",N
🤍 kalo telpon wa bacaannya ringing berarti ngga lagi di panggilan lain kan ya? kecuali kalo calling,O
kalian gimana? udah berapa lama minum obat dan sampe sekarang cocok kah sama obatnya?,O
🤍 kaya lagi di cerita sendiri haha https://t.co/1wZPWX8mAh,O
💭 mau nanya kalo biaya cek kesehatan di rs tuh brp ya? pengen nyoba periksa karena dulu pernah bikin surat sehat rs (screening) katanya ada gejala aritmia. pengen coba cek tapi takut mahal,C
"Fess, saran wo buat ngecilin paha dong. Sender beli celana jeans online tapi terlalu ngepas di paha 😭😭 Mana harganya lumayan lagi TIA 🤍",O
💭 1 kata buat oktober tahun ini?,O
"💭 so, how's your october?",O
"🤍 kenapa ortuku jadi toxic gini sihh, yg satunya selingkuh yg satunya chat2 mulu sm suami orang😭 mau nangis aku liatnya tp gabisa apa2 mnaa lagi skripsian 😭 pgn minggat rasanya kalo dah punya kerjaan",N
"Beli slice cake yg enak apa ya? Mau ngasih ke pacar, tapi dia ngekos doang jadinya mau beli yg slice aja yg mahal dikit gitu. Oh iya aku area zogza. Tia yaa sarannya. 🤍",O
"🤍 cepet banget udah november, kalian ngerasa taun ini cepet banget ga si?",N
💭 kesel banget ga si kalo buka trending twitter tapi isi nya ga sesuai,N
"jgn bergadang terus, sayang skincare mu manis 🤍",E
"💭 Lagi sedih tapi ga sempet nangis, cape bgt gue hari ini. Rencana nangisnya ditunda besok, tp pasti abis tidur lupa ma sedihnya. Yauda gitu aja curhatnya. Anw welcome novemberrr",N
🤍 ig udah aman belom yak?,C
"💭 pernah gak sih lagi diem terus tiba tiba kepikiran ""do i like him that much?"" asdfghjklqwertyuiop ☹️☹️",N
💭 guyss ada yang tau gak inisial PM sama AD itu siapa?? https://t.co/1CJurOeNEE,O
💭 ga punya pacar dan ga ada yang nyakitin. tapi tetep dengerin lagu galau brutal dispotify cung👆 https://t.co/t87B6pDn78,N
💭 do you believe 👽 is exist ?,O
💭 kalo cowok udh blg maaf aku butuh sendiri dlu dalam artian dia pgn sendiri dan ga mau berhubungan lg itu beneran ga si atau cuma alesan doang? 😢,N
"🤍 dibilang “beban dan ga menghasilkan” sama ibu sendiri… padahal ibuku tau aku sampe skrg berusaha sebisa aku, tp ya kalau blm ada yg mau nerima kerja aku bisa apa? aku berhak buat sedih kan?",N
"💭 sender tdi bantuin tmn ngerjain tugas kuliahnya, trs agak nyesek pas dia ngomong ""lu ko bisa si ngerjain soal ini kan ini ada di pelajaran kuliah, ko lu ngerti, syg bgt lu pinter ga kuliah"". udah cmn mau crta itu aja",N
"🤍 adekku jam segini blg “kak, besok disuruh buat tabung dari karton” walaupun agak marah tapi ttp aku jwb “yaudah nanti titip mas kartonnya” dan tetap dikerjain. Untung tidak disuruh cangkok biji jambu km, kalau iy, dah aku obrak abrik isi rumah 😊",N
💭 let's drop your wishes for november,E
"🤍

halo, ad yg mw jd pcarku gx?😔😔",E
"💭 kadang ngasih kesempatan kedua itu gaperlu, soalnya malah lebih disepelein",N
🤍 gengs ada ga sih bot tele buat practice talk in english gt?,O
💭 sp yg ntar lgi uts? sy sy sy,O
🤍 November please be nice 🛐🙏🏻,E
"💭 halo november, sebulan kedepan harus lebih kuat lagi ya",E
"💭 ikan hiu makan tomat

 ya gak bisa lah, hiu kan ovovivivar",N
🤍 guys kalau unsend chat di tele itu ada notifnya atau jejaknya ga ya?,O
💭 gimana november kalian?,O
"🤍 guys tolongg bgt dong, marahin aku dong plss, ini aku kmrn beli pc (photocardd) bias ku, skrng jadi pengen beli lagiii😣😣 soalnya pc bias ku tuh aduhh lucu2 bgt ishhh, tapi aku gamau ngeluarin duit trs, nanti nyesel, tapi gmn yahh aduh pgn beli bgt😣😔☹️ tolong marahin (cont)",N
dongg AAAAAA,N
💭 kirain lagi kosong ternyata already have a crush. https://t.co/2Qox0BFJvm,N
"🤍 beberapa bulan lalu aku deket dan naksir sama orang tapi udah engga lagi, menurut kalian mending confess sekarang atau engga? biar lega aja sih aku mau lepasin beban-beban aku, kita juga udah ga pernah ngobrol lagi irl dan chat.. tapi kita satu departemen di kampus :/",N
"💭 lucu gak? aku bosen pake casing kosongan trus kepikiran gambar cwek cangtip, jdi aku gambar doi dehh. trus abistu dikasiin plastik pc trus dipajang di casing hp😻 pc ekslusif https://t.co/VOGfPu1urH",O
💭 tolong ya guys 🙏🏻 https://t.co/XUPeIphwU5,O
💭 Kalian suka sabun rasa apa,O
"💭 no salty yaa, ini titipan doang gais https://t.co/5ifQzSi3uQ",O
"🤍 Welcome November, bulan kelahiran aku wkwk ada yang sama gak ulang tahunnya bulan November? Kalo ada, tanggal berapa?",E
"🤍 Halo sender mau minta pendapat serius. Diet defisit kalori itu aman nggak ya untuk kesehatan? Sender hari ini defisit kalori dan makan total 998 kkal tapi rasanya pusing banget, ini normal atau nggak ya? Thank you.",O
"💭 kira2 kalo mau dipisah, yang mana yang diminum pagi, mana yang diminum malem ya? https://t.co/oMb5kpLGh1",C
🤍 tidur pake headset itu boleh kah? takut budeg,C
"🤍 menurut kalian kalo aku kasih hadiah korek ke cowoku itu gpp? Atau malah kelihatan dukung dia ngeroko? Dia suka pinjem korek ke temennya buat ngeroko, aku tadi nemu korek lucu niatnya mau kasih dia biar ga minjem minjem lagi. Wdyt?",C
"💭 akulah sang prabu, aku bisa menjadi tujuh, aku bisa berganti warna",O
"💭 gila kamar sama wc sender tiba2 semua lampu mati dan kipas juga mati, pas aku liat saklar lampunya turun dan colokan kipas juga lepas sendiri😟",N
"🤍 guys help dong mau jual 1 barang mending di lz, sp or tp ya yang gampang?",C
🤍 saranin playlist di yt buat tidur plzzzz,O
"🤍 dari awal2 putus sebenernya aku masih sayangg banget, berharap kamu bisa berubah. Kangenn banget tapi yaudah mungkin kita emang ga jodoh",N
🤍 would u come back to me? https://t.co/iBXMo3GOBH,O
💭 ketik 1 untuk bebek https://t.co/b1WrMwvCbA,O
💭 wajar ga pengen dipanggil cantik atau dibilang cantik sama pacar? sender dipanggil cantik sama pacar sender bisa diitung jari alias jarang bgt😔,N
"💭

kok aku gabisa share lirik Spotify ke igs ya? 
gabisa ditekan lama",O
"🤍 yeah
i miss you https://t.co/lUJ8dyzoaN",N
🤍 yang masih bangun main qrt deeptalk yuk,O
💭 and i'm letting go,N
🤍 siapa yang harus bangun pagi karna hari ini bakal super hectic tapi jam segini masih belum tidur juga? sy ☝,O
💭 tl kalian masih bisa direfresh atau udah mentok?😀,O
💭 when you love someone you're willing to learn about them and everything that excites them...,N
💭 Kalian kalo mau tidur sambil dengerin lagu suka di sleep timer berapa menit,O
🤍 kalian pernah nangis tanpa alasan? Ya tiba-tiba aja pengen nangis gitu,O
💭 kangen makan zuppa soupppppp,O
💭 Hayooooo. Lupa apa tadi? Inget-inget coba,O
"🤍 kurang dr sebulan lalu mohon2 balikan ekwkw, tp cepet banget skrg moveon ahhaha taheee 😐",N
💭 Kalian tim tidur pake musik atau enggak,O
"🤍 bm pop es bangettttt, padahal lagi hujan deres. udah nahan dari jam 10 gak bisa tidur 😞",N
💭  MENGHABISKAN GAJI UNTUK DIRIKU SENDIRIIIIIIIIII,N
💭 aku baru bangun. tapi selama 3 jam tidur tuh aku setengah sadar kalo aku cuma berusaha tidur bukan tidur yg beneran terlelap. huhu gk enak banget rasanya:( kalian pernah juga gk?,O
"💭 ada ga si dari kalian yg punya temen virtual lawan jenis, sampe meet up dan ga ngelakuin hal-hal yg negatif. i mean bener-bener cmn temanan doang.
soalnya aku ga berani temenan virtual sama cowo apalagi sampe meet up ;(",O
💭 dah pada bangun belom guysssss,O
"bahasa inggrisnya ""Jl. Kalibata/Jalan Kalibata"" dan ""SMPN 122 Jakarta"" itu apa ya? thanks 🤍",O
💭 selamat pagi di awal bulan november guys!,E
💭 pagiii. jangan lupa subuhan bagi yg muslim&lt;3,E
"💭 Ok.. im done. Mau coba akrab tapi di read doang gini, nyerah aku. Daripada aku cerewet makin jijik/meresahkan🥲✋🏼 https://t.co/chuYtegF4D",N
beda akun beda personality 💭,O
💭 terkadang beberapa orang suka ngatur cara kebahagiaan orang lain ya. terima perbedaan aja susah bener selama itu ga ngerugiin kalian,N
💭 lumayan dapet ovo/gopay ni https://t.co/KOrRMuPH9P,O
🤍 pertemanan kuliah semester 5 keatas lucu cuyyy ytta 😬😃,N
💭 anak akuntansi ada yang punya pdf kosongan kertas kerja gakk??,O
💭 kasih saran aku klo kalian di posisi aku kaya gini https://t.co/kgrpxWEgXk,O
"@.kaffaailrosyadi HBD HBD HBD 💭
TRAKTIR LAH WEEHH",E
"Sender kelas 2 SMA sekarang, jurusan IPA sebenernya terus mau masuk psikologi 😔
Bisa saranin sender ga sender harus apa? Mungkin belajar kayak gimana kalo kalo harus linjur gitu? 💭",C
"🤍 guys yg muslim aku mau nanya, solat qalbiyah subuh itu boleh dirumah kan?",O
💭 BUU GURUU B INDOO AKUUU SERUUU BGTTTTT🥹🥹🥹🥹 https://t.co/0NffgSN0J6,A
🤍 cari gas buat masak knp susah bgt deh....hmmm kan kita yg suruh muter-muter sampe dapet....,N
💭 ngirim saldo dari 0v0 ke d4n4 bisa ga sih?,O
"November, pls be rich 🤍",E
💭 selamat pagi dari aku yang bangun-bangun sakit perut gara-gara telat makan 🙂😣,E
Sender: Wednesday Addams 🥹🫶 🤍 https://t.co/aJYKScwOn9,O
🤍 Klik trending isinya orang jualan doang. Ganggu banget 🙃🙃,N
Welcome to Desember dik 🤍,E
"💭 if tomorrow doesn't exist, what will you do?",N
💭 IM SO LUCKYYY 😣😣😣😣😣🫰🏻🫰🏻🫰🏻 https://t.co/AFnQZuEbUS,E
"💭 kalo forward email ada yang diedit, biasanya keliatan darimana sih?",O
"🤍 abiss confess ke crush, trus begini tanggapan nya pemirsa https://t.co/UOeD8TMOQf",O
💭 GOOD MORNIN FOR PRETTY PEOPLE WHO BORN IN THIS MONTH,E
"kalau ada temen kalian terkendala di ""ongkos"" untuk kerja kelompok, terus jadinya gak ada kerja sama sekali kalian bakal ttp masukin namanya gak? 💭",O
💭 trust issue 📈📈📈 https://t.co/aa3dbU9RSs,N
💭 titipan guys. https://t.co/l1a4RnCTP1,O
"me putting wkwk in every text I send, even the one who doesn't need to di-wkwk-in 🦸 💭",O
"🤍 yg muslim aku mau nanya dong, ada gasi doa buat ketenangan batin? Isi kepalaku dari kemarin berisik bgt, semuanya jdi serba ga fokus termasuk solat juga tdi sempat salah :(",N
"💭 pagi ygy, dh nyampe blm? https://t.co/EBAR0be2HW",E
🤍 hari ini hari terakhir kalian bisa nonton TV pake sinyal analog. Udah pada beli STB nya belum? 📺,O
🤍 sumpa aku gasuka hari selasa huhu aku mau tidur seharian aja,N
"💭 aku kan punya kebiasaan buat ngucek mata kiriku kan ya, nah kadang setiap abis ngucek mataku jd burem. Pas aku lihat kaya ada benang tp berlendir gitu, itu apa ya?",O
💭 sepatu pvn ngga ada di toko offline ya?,O
"💭 aku jarang minta tolong sama orang. dan temen temenku kadang bilang kalau butuh sesuatu bilang ke mereka. cuman karena udah terbiasa lakuin sendiri, aku ga bisa gitu. minta tolong kalau udah ga bisa ngatasin sendiri contohnya yang ga bisa gerak. jadi kepikiran kalau aku (cont)",N
dianggap sombong sama orang orang. aku biasa mikir kalau minta bantuan orang nantinya mereka butuh balasan. padahal aku kalau nolongin orang ga pernah ngarep balesan. aku kenapa ya. apa aku terlalu tertutup?,N
💭 gaes kalian biasanya nyemprot parfum total brp kali? biar sender gak kebanyakan heh,E
🤍 semoga bulan ini kita semua full senyum yaa😁😁,E
"🤍 semisal Instagram kita di private,terus kita nge tag seseorang di instastory yang sananya ga nge follback kita itu dia bisa nge liat ga yah?",C
"Sender baru pertama pacaran, wajar ga si dalam pacaran kek gitu? 🤍 https://t.co/UURJjOySmW",O
"🤍 Yhaa, pagi-pagi diginiin https://t.co/x4KXctp7KY",N
"💭
GUYSSS KENAPA YAAA SPOTIFY SENDER GADA LIRIKNYA 😭😭😭 abis di re-install karna sebelumnya gabisa share lirik, eh malah gada lirik 😭😭😭",O
💭 Guys HP jaman sekarang tuhkan belakangnya gabisa dibuka gitu ya buat lepas batre gitu.. Kalo kepepet mau buka mandiri tanpa ke konter bisa gasih...? (android) Huu. Ngehang HP-nya.,O
🤍 novembersamamu bisa gaa?,O
"💭 gut morgen, roti makan kalian sarapan enak ga guys??",E
🤍 hi bestie afh kalian terimagaji today?,E
"🤍 wta, aku kan mau interview ya ntar jam setengah 11, nah aku masi bingung buat nnya nnti di hrd nya pas di soal ""ada yg mau di tanyakan?"", Please saran dong yg prnh ikut interview buat nnya ke hrd nya",O
"💭 mau first meet sama cowo dari anon tele, doain abis ketemu gw kaga di ghosting ygy🥹",N
ini ngeyelnya sama kaya yg kuku naga dipotel itu gasih 😭 🤍 https://t.co/E2jGag3df9,O
"💭 kenang2an di akhir bulan Oktober nih, hasil karya keponakan ngejedotin kepalanya ke jidat gue https://t.co/kY6jCE97aV",O
"🤍 bimo, maafin aku suka marah-marah mulu 😢",N
"🤍 kita dijauhkan oleh jarak, dibahagiakan oleh kawan",A
💭 yg baru bangun jam segini ttp sekolah apa egk 🤔,O
gue abis mimpi pacaran sama crush gue dari twitter😭seru bgt mimpinya anjrt bangun-bangun langsung menyedihkan🥹 🤍,N
🤍 menurut kalian tema yearbook kayak begini cocok ngak sih? https://t.co/NP5fKUxSXZ,O
🤍 sedih bgt crush malah suka temen gue sendiri☹️,N
"💭 apa yang kalian lakuin ketika cape tapi ga ngomong ""cape"".",O
"💭 crush ngejauh karena dia insecure sama gaya hidup aku, padahal cuma update makan di BK sama BR doang. sedih banget, but i know my worth and its totally their loss anyway.",N
"🤍  buat pengguna XL, mau tnya dong, sender msh ada kuota data, tp pas liat promo ini ada harga murah, kalo sender beli paket data ini, data yg sebelumnya bakal ilang ga ya? https://t.co/JO8jDBdaLG",C
🤍 cepet banget bulan depan udah tahun 2023 aja😔,O
"🤍 hari ini aku mau sutup dari pacarku yang toxic, doain aku bisa ngejelasin semua ke dia tanpa ngerasa takut lagi:)

have a nice day people",E
💭 pusing banget orang tua lengkap tapi ngeributin masalah finansial mulu 😃,N
"💭 udah 1 November nih, gap atau harapan kalian di bulan ini apa guys?",O
"💭 yang udah pernah lost spark dalam hubungan, cara ngembaliin spark nya lagi gimana ya? masih sayang, ga mau putus.",O
💭 bëli sepatu prefer di offline atau online store??,O
"🤍 Baru sadar akun twt Ariana grande udah gak ada, ada yang tau gak kenapa Ariana deactivate twt? https://t.co/cGN6iHwDsf",O
💭 apa aja harapanmu di bulan November ini?,O
🤍 kalo mau nambahin filter di video kaya di template capcut gitu pake apk apa yaa,O
💭 lega banget akun instaku yang semalem kena 🍣 dan stuck loading mulu pagi ini udah balik 😭 kalian juga udah kan guys? https://t.co/mIhx9oyuT2,O
💭 ini sebenernya jawabannya berapa guys? https://t.co/axlSydUdc5,O
"Mau tanya, adek aku ulang tahun terus suka main mobile legend, kalo mau ngasih kado yg berhubungan sm ml mending ngasih apa ya? Atau top up apa gitu? Makasih 🤍",O
💭 plS NOTICEEEE ada yg punya meme ikan hiu makan tomat k0nt0l amat gakk SENDER BUTUH HUHUU,N
🤍 hai km udah berapa kali pake jatah bolos karena mager? 😁,E
"🤍 siapa disini anak 20's denger lagu 90's? salah gak sih? jadi aku demennya yg jadul gitu, iramanya enak gitu. https://t.co/jJp3GsDhUd",O
"💭 semoga november kalian bahagia ya, november kan no nya no problem",E
🤍 cara balikin mood baca tuh gimana ya???? sender pengen baca tapi tiap udah mulai malah ngantuk/bosenan😭,O
"💭 Ya Allah main wish di bulan ini semoga Dapet kerja, ditempat yg relationship sama atasan, kerabat, sekitarnya yg sehat. Gaji yg baik,sistem kerja dan tempat yg baik🤲🏻",E
💭 cowok kalo insecure sama gaya hidup cewek suka langsung mundur gitu ya? :( padahal gue gapernah nuntut apa apa.,N
"🤍 kenapa ya kalau sama pacar rasanya pengen jadi orang terlemah, pengen jadi bayi dan manja manjaan only.. tapi kalau sama orang lain langsung GRRRR SANGAAR ᕦ(ò_óˇ)ᕤ",N
"💭 Menurut kalian penting nggak, punya acc twt personal yang agak profesional? Kek buat jaga image gitu",O
💭 sender perlu penjelasan dari kalian https://t.co/ojo3MQnP6C,O
"💭 Halo kakak2 boleh minta bantuannya gak. Rep aja, nanti link nya aku kasih. Ada reward e-wallet juga buat yang kepilih. Makasih banyak🙏🏻 https://t.co/ICOm9k2S2Q",E
🤍 guys klo mau beli case buat tws robot ini bentuknya mirip airpods yg mana yaa https://t.co/jLsfOXXh1B,O
"🤍 guys, ada yg pernah beli ngl link prem gak? itu yg ditampilin username nya atau tipe hp nya doang yah? dan itu valid gak datanya?",C
"💭 gais, kalian pernah gasih panik atau degdegan karena hari esok di malem hari sampe gabisa tidur? aku semalem gitu saking paniknya cmn bisa nangis doang padahal bukan hal besar. dulu kalo panik gitu aku malah lebih banyak tidur dan bodo amat, kayak ""udahlah bawa tidur (cont)",O
"aja,"" sekarang lebih takut karena semuanya harus dihadepin sendiri gabisa kabur lagi. wajar gasih? aku capek kayak gini terus tapi gatau hrs gmna lagi :(",N
"💭 pernah gak sih kalian ngerasa kayak di teror gitu sama mutualan ditwt gara2 dia terobsesi banget sama kalian? Aku lagi di posisi risih banget dispam dm, dikirimin secret message sama dia. Aku dah pernah bilang kalau aku gak tertarik sama dia padahal. Kok gak sadar2 ya? (cont)",O
Apa harus di blokir?,O
🤍 pernah ga kepikiran tiba tiba mau menghilang aja satu minggu biar tau yang nyariin dan khawatir sama kita siapa aja 😭,N
"💭 tw // abuse, menurut kalian gimana? https://t.co/NJ9EjcOpFu",O
"💭 ig aku tuh masih muter2 loading kan tp notif masih masuk, tp pas coba login malah salah pw trs. trs aku coba buka lewat chrome bisaa tp ga masukin usn sama pw gtu jd langsung msuk, nah ini mau aku ganti pw lewat chrome gabisa, pw lama nya salah mulu masa:( ini gmnaa yaa huhu😭",O
"🤍 tanya dong, emang twitt3r update sejelek itu? Se nge-lag itu? Mau update tapi takut jelek bgt, kalo ga update ga bisa login akun baru:(",C
Ada yang main gardenspace? Supaya lolos kesini darimana ya? Tanggung banget tinggal misi yang ini.  Makasih yang udah bantu jawab🙏 💭 https://t.co/50rLrOq3xD,O
💭 how to find international friend(s)? :((,O
💭 guys boleh rekomendasiin dry shampoo yang kalian pake dong hehe thankiesss,O
"🤍 kalian pernah di fase
""baru juga berangkat sekolah tapi rasanya pengen langsung pulang"" gegara lu di kelas ngerasa sendirian g punya temen (?)",N
💭 gimana ya caranya ikhlas sama gimana mantanku nyakitin aku? kadang ngerasa gak adil dia udah bahagia sama pacar barunya sementara aku masih struggle sama trust issues aku yg dibuat sama dia,N
🤍 guys pa bole bantu like reels akuuu? nanti aku dm ya 🫶🏻,O
🤍 safe flight ✈️ i love youuuuu! 😠❤️ @.enxcept,E
"guys kan ini mastip nya kurang dari sebulan, kalau misalnya beli kuota buat sebulan itu bisa gak sih nambah mastip? atau harus beli pulsa dulu? btw ini kartu xl ya 💭 https://t.co/Qqvjm5HUUf",C
november jangan jahat jahat yaa 🤍,E
"💭 hari ini sender olahraga sama kelas crush sender, saranin caper tapi yg ga begitu kelihatan dong hwhwhw",O
🤍 ada yg pke ini ga? mending pke ini atau cushion ya bngung https://t.co/mSeUHYUO8m,O
"Saran earphone yang begini selain mïniso dong, ku pake minïso ga awet 💭 https://t.co/2MqxIYmEfA",O
"💭 ada yang instagramnya khusus buat post lomba, volunteer, atau lainnya? mutualan yukkk aku baru buat akun. reply username aja ya nanti aku follow🫶🏻",O
"🤍 aku berteman sama semua orang, tapi tetep ngerasa sendiri. Pengen tau rasanya kalai ada cerita baru langsung nyari aku. https://t.co/4B9kt0tXrE",N
💭 buka ig skrg aman ga sih? sender blm buka ig dari semalem mau buka takut ilang huhuu,C
"guys, kira-kira udah aman belum ya kalo buka ig? 🤍",C
💭 i g udah aman belum ya? mau buka tp msh takut,C
💭 at least i have my self https://t.co/4qOxsguAX7,O
💭 hari apa aja yg menurut kalian mapel/matkul nya berat?,O
"Untuk bisa sampai di titik atau posisi kalian yg sekarang ini, apa yg kalian dapatkan dan apa yg telah hilang? 💭",O
"💭 cw // food 
ada yang udah nyobain martabak kebalik? gimana rasanya? https://t.co/A0jxdduNxl",O
"kopi ku jatoh gais,sedi bgt,pdhl lg bm :( 🤍 https://t.co/Yftk0zFSka",N
💭 cara menghilangkan bau mulut gimana ya?,O
💭 november be rice pls 🙏🏻,O
"🤍 aku liat tweet cowoknya nyalahin aku karena aku udh kebaperan. dan dia kek gaterima aku udah dm ceweknya, emangnya aku beneran salah? padahal aku juga gatau apa apa. makin tambah sedih aja pliss cheer me up :(
https://t.co/dcBVABIlvN https://t.co/tiRnyuJrth",O
💭 minta sarannya dong :') https://t.co/QHen8HMkEy,O
🤍 self love tuh knp susah bgt ya? Gampang ngomong ke orang buat jgn insecure tp susah nerapin ke diri sendiri,O
💭 biar bisa di mam kamu omg 🙀 https://t.co/JGXrsYR8EZ,O
💭 Guys ada saran lagu buat playlist ini? https://t.co/hjwcq4b2FE,O
"🤍 kurang kurangin deh share di base isi dari aplikasi sebelah, dari sw temen atau orang terdekat kalau belum izin, apalagi cf di instagram buat nyari temen julid di base",C
